"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Quantity","Method"
"0xc85904af9043472dc80017e1235f78762cd4c99c29506829dcd6d46d94183e5d","12368045","1636054181","2021-11-04 19:29:41","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","2,341,740,000.05","Swap ETH For Exact Tokens"
"0xc85904af9043472dc80017e1235f78762cd4c99c29506829dcd6d46d94183e5d","12368045","1636054181","2021-11-04 19:29:41","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xdbfb45e0b8fa06ec232a24f53cac9af3fac7e473","42,596,250,600.9095","Swap ETH For Exact Tokens"
"0x19ccce702cceedef22e673f49711daee79706ba1c8522ee3fec4bb48db17b9aa","12368083","1636054295","2021-11-04 19:31:35","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","190,341,500.05","Swap ETH For Exact Tokens"
"0x19ccce702cceedef22e673f49711daee79706ba1c8522ee3fec4bb48db17b9aa","12368083","1636054295","2021-11-04 19:31:35","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xe574998f12e9da88070a5160b3c693cabf2357e3","3,462,311,885.9095","Swap ETH For Exact Tokens"
"0xe6dd3cc69eb97f42b67ea97d5f4555bd94df474f8c8383568b53a393020a2747","12368116","1636054394","2021-11-04 19:33:14","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","202,048,413,247.374609097","Swap Exact ETH For Tokens"
"0xe6dd3cc69eb97f42b67ea97d5f4555bd94df474f8c8383568b53a393020a2747","12368116","1636054394","2021-11-04 19:33:14","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0x22b199768b2ff47c8e93892f77f303ec759d4b9a","3,675,260,636,969.744139484","Swap Exact ETH For Tokens"
"0xf0331c3f9c252c24a6b4a1a252c3ed66f2253ea03bb374367b31b21d9c060a17","12368129","1636054433","2021-11-04 19:33:53","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","918,665,350.465339996","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0xf0331c3f9c252c24a6b4a1a252c3ed66f2253ea03bb374367b31b21d9c060a17","12368129","1636054433","2021-11-04 19:33:53","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa33286587aae77cd999cc8cb910b8999b0c24b0e","16,710,522,724.964534545","Swap Exact ETH For Tokens Supporting Fee On Transfer Tokens"
"0x2dc42d7c1b4cd6f131754b0e6a8a710419ce35b82025fa3359d3f557ae8c9089","12368186","1636054604","2021-11-04 19:36:44","0x74f497922ccc800cff974d33d1827aeca8abaa06","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","245,005,510,838.002642492","Swap Exact Tokens For ETH Supporting Fee On Transfer Tokens"
"0xdb4ddf5d46f8c0e7532fa8c069a32e9ce84c4ee8655d7e8975c23988aebb8ab2","12368242","1636054772","2021-11-04 19:39:32","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","920,494,367.460632483","Swap Exact ETH For Tokens"
"0xdb4ddf5d46f8c0e7532fa8c069a32e9ce84c4ee8655d7e8975c23988aebb8ab2","12368242","1636054772","2021-11-04 19:39:32","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xb1e477ae4af46b0aba2a01d9213aa46864148c51","16,743,792,544.108904869","Swap Exact ETH For Tokens"
"0xf2934b2b51c91de6a3080733d25461ee671e170cfada8f759d7170d7c17f9f4a","12368253","1636054805","2021-11-04 19:40:05","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","842,965,000.05","Swap Tokens For Exact Tokens"
"0xf2934b2b51c91de6a3080733d25461ee671e170cfada8f759d7170d7c17f9f4a","12368253","1636054805","2021-11-04 19:40:05","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xec0f401f15d1d2508a5e4f6e4f6162c81ba66aaa","15,333,533,350.9095","Swap Tokens For Exact Tokens"
"0x34e9334a5383993ee99e1c70012dd1acf34ad39dbd48d82899d317e4259fc116","12368269","1636054853","2021-11-04 19:40:53","0x3982d2e9bf803d83668ae47f004c0ed9a96bb019","0xa59254bc6aca918b5bb77416955d9fa5ecd9d968","11,032,696,253.581379747","Swap Exact ETH For Tokens"
